user_id,risk_score,decision,reason_str,graph_risk_score,temporal_risk_score,anomaly_score,fraud_label
1625,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (214% of orders returned),78.04,48.935596,0.0,0
1626,46.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.98475,16.549063,1
1627,43.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.95144,2.269271,0
1628,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.97931,0.0,0
1629,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.9692,0.0,1
1630,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.988472,0.0,0
1631,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.94522,0.0,0
1632,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.951645,0.0,0
1633,46.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.967003,16.88625,1
1634,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.950615,0.0,0
1635,47.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.926575,18.979643,0
1636,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.933445,0.0,0
1637,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.967724,0.0,0
1638,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (157% of orders returned),74.12,48.94143,0.0,0
1639,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (183% of orders returned),73.95,48.93471,0.0,1
1640,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),74.32,48.976078,0.0,0
1641,52.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (62% of orders returned),74.12,48.944992,36.942352,1
1642,44.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (193% of orders returned),73.95,48.945763,7.475762,1
1643,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.966454,0.0,0
1644,42.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (112% of orders returned),72.62,48.97545,2.747611,1
1645,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.95741,0.0,1
1646,42.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (347% of orders returned),77.27,48.946796,0.0,0
1647,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
1648,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.955612,0.0,1
1649,63.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile | High return ratio (74% of orders returned) | Multiple 'Wardrobing' returns flagged,74.32,48.91485,70.97758,0
1650,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile | High return ratio (193% of orders returned) | Multiple 'Wardrobing' returns flagged,99.84,99.93064,100.0,1
1651,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (149% of orders returned),74.32,48.94097,0.0,0
1652,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (55% of orders returned),74.12,48.939705,0.0,1
1653,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.987217,0.0,1
1654,43.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (60% of orders returned),78.04,48.952625,1.8787771,1
1655,48.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.956074,22.731453,1
1656,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.974125,0.0,1
1657,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.938446,0.0,0
1658,45.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.92767,11.102178,1
1659,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.97453,0.0,1
1660,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Multiple 'Wardrobing' returns flagged,74.32,48.959164,6.067922,1
1661,52.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.96653,35.511017,0
1662,57.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.5,48.951702,54.655624,1
1663,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.95633,0.0,0
1664,45.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.94226,13.139475,1
1665,41.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.06,48.936153,0.0,1
1666,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.95608,0.0,0
1667,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.7,48.96027,0.0,1
1668,49.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.97181,21.512037,1
1669,49.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (321% of orders returned),73.96,48.983185,26.992125,1
1670,47.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.937477,19.136625,0
1671,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.95329,0.0,0
1672,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile | High return ratio (62% of orders returned),99.84,99.93066,100.0,1
1673,61.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,73.96,48.94705,67.17304,0
1674,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.956608,0.0,0
1675,42.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.932304,0.509009,0
1676,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.95081,0.0,0
1677,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.929565,0.0,1
1678,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.94659,0.0,0
1679,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (64% of orders returned),73.95,48.961784,0.0,0
1680,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.97319,0.0,1
1681,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.95662,0.0,1
1682,41.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.947346,1.0626161,1
1683,59.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (69% of orders returned),78.04,48.938267,54.481297,0
1684,53.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (452% of orders returned) | Multiple 'Wardrobing' returns flagged,73.95,48.975555,38.31071,1
1685,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),74.12,48.958252,0.0,1
1686,42.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.949665,4.14296,0
1687,49.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.95794,24.82078,1
1688,52.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.961163,30.719635,1
1689,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.78,48.945393,0.0,0
1690,50.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.965828,30.413803,0
1691,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.963184,0.0,1
1692,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (62% of orders returned),73.95,48.967003,0.0,0
1693,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),80.36,48.958515,0.0,1
1694,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.943382,0.0,0
1695,48.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.931656,23.157873,0
1696,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.970196,2.7418962,0
1697,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (51% of orders returned),77.83,48.977,0.0,1
1698,44.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),74.32,48.592194,7.9777665,0
1699,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.948174,0.0,1
1700,43.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (157% of orders returned),71.05,48.954655,7.2821336,0
1701,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (69% of orders returned),74.12,48.96409,0.0,1
1702,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (142% of orders returned) | Multiple 'Wardrobing' returns flagged,74.12,48.962105,0.0,0
1703,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.94691,0.0,0
1704,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.98448,0.0,1
1705,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.953392,0.0,0
1706,43.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),74.32,48.964146,6.663337,1
1707,43.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.982136,4.736587,0
1708,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile | High return ratio (60% of orders returned) | Multiple 'Wardrobing' returns flagged,99.84,99.93066,100.0,1
1709,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),74.32,48.964592,0.0,0
1710,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.398903,7.2801805,0
1711,43.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.970787,4.4454412,1
1712,61.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile | High return ratio (112% of orders returned),74.12,48.944828,64.6454,1
1713,41.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.84161,0.0,0
1714,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.945633,0.0,0
1715,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.95149,0.0,1
1716,46.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.957745,16.05054,0
1717,61.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile | High return ratio (69% of orders returned),74.12,48.92624,64.70668,1
1718,55.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.93769,46.54471,1
1719,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
1720,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.967415,0.0,0
1721,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (203% of orders returned),74.32,48.96201,0.0,1
1722,43.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (51% of orders returned),73.96,48.9641,5.3123937,1
1723,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.928608,0.0,0
1724,61.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,74.12,48.94747,64.80612,1
1725,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.93798,0.0,1
1726,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.96808,0.0,1
1727,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (137% of orders returned),73.96,48.95889,0.0,0
1728,51.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.948456,30.930948,0
1729,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (92% of orders returned),73.95,48.989735,0.0,0
1730,50.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (51% of orders returned),74.12,48.939713,27.50251,1
1731,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (74% of orders returned),74.12,48.96333,0.0,1
1732,42.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.922638,1.6646816,0
1733,50.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.956577,28.651064,0
1734,44.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.996944,3.3864503,1
1735,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.96102,0.0,0
1736,45.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.06,48.95433,13.623698,1
1737,42.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.13,48.957436,0.0,0
1738,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (165% of orders returned),73.95,48.967533,0.0,1
1739,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.91093,0.0,1
1740,43.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (149% of orders returned),73.96,48.98399,4.8596034,0
1741,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.950867,0.0,0
1742,43.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.961483,3.9295979,1
1743,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),78.04,48.93475,0.0,0
1744,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.94965,0.0999834,0
1745,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.939487,0.0,1
1746,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.96721,0.0,0
1747,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (92% of orders returned),74.12,48.96378,0.0,0
1748,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (157% of orders returned),73.95,48.927807,0.0,0
1749,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.943417,0.0,1
1750,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.973076,0.0,0
1751,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.93411,0.0,0
1752,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.93766,0.0,1
1753,43.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),79.05,48.976204,0.0,1
1754,45.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (77% of orders returned),76.43,48.96018,8.316975,0
1755,42.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.7,48.917297,0.0,1
1756,50.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.980488,27.99904,1
1757,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.958523,0.0,1
1758,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (55% of orders returned),74.12,48.949596,0.0,1
1759,47.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.954945,19.186172,0
1760,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
1761,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.960266,0.0,1
1762,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.947178,0.0,1
1763,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),78.04,48.915733,0.0,0
1764,47.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),71.05,48.987778,23.162277,0
1765,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (120% of orders returned),71.05,48.94345,0.0,1
1766,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.945347,0.0,1
1767,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.937817,0.0,1
1768,44.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.950935,9.488108,1
1769,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.97804,0.0,1
1770,48.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.94011,22.104351,1
1771,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (214% of orders returned),74.12,48.94274,0.0,1
1772,69.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | High return ratio (325% of orders returned),73.96,99.36137,26.569254,1
1773,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (60% of orders returned),73.96,48.97498,0.0,1
1774,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
1775,41.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.852722,0.0,0
1776,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
1777,43.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),79.05,48.95268,0.0,0
1778,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.982475,0.0,0
1779,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (174% of orders returned),71.05,48.955643,0.0,0
1780,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.95459,0.0,1
1781,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.97423,0.0,0
1782,43.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (86% of orders returned),73.96,48.957363,6.234505,0
1783,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.980373,0.0,0
1784,40.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (55% of orders returned),71.05,48.92799,0.0,0
1785,43.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (77% of orders returned),73.96,48.932613,5.7073927,0
1786,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.95136,0.0,0
1787,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.97923,0.0,0
1788,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (193% of orders returned),74.12,48.938637,0.0,0
1789,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93064,100.0,1
1790,60.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,73.95,48.966145,63.133114,0
1791,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.77,48.941475,0.0,1
1792,43.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.5,48.969463,7.03798,1
1793,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.952396,0.0,0
1794,53.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.967403,39.28816,1
1795,45.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.948322,12.585221,0
1796,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (55% of orders returned),73.96,48.98674,0.0,0
1797,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (219% of orders returned),74.32,48.947952,0.0,1
1798,43.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (90% of orders returned),73.96,48.97713,5.280852,1
1799,42.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (80% of orders returned),74.12,48.96189,3.3050585,0
1800,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.44,48.95082,0.0,1
1801,42.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.43,48.949448,0.0,0
1802,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (74% of orders returned),74.12,48.932568,0.0,0
1803,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.95299,0.0,1
1804,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.957104,0.0,0
1805,46.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (168% of orders returned),73.95,48.969223,13.991443,0
1806,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.95756,0.0,0
1807,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.82,48.96098,0.0,1
1808,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile | Multiple 'Wardrobing' returns flagged,99.84,99.93064,100.0,1
1809,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (157% of orders returned),73.95,48.933376,0.0,1
1810,44.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (174% of orders returned),74.12,48.957993,8.270211,1
1811,44.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (427% of orders returned) | Multiple 'Wardrobing' returns flagged,73.96,48.949745,10.324908,1
1812,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),78.04,48.948418,0.0,0
1813,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (69% of orders returned),74.12,48.95553,0.0,1
1814,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
1815,43.7,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.9611,6.467745,1
1816,46.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (92% of orders returned),74.32,48.96489,13.579081,0
1817,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.9387,0.0,0
1818,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (62% of orders returned),72.77,48.937843,0.0,1
1819,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.9537,0.0,0
1820,42.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (55% of orders returned),74.32,48.974274,1.3266237,0
1821,41.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (74% of orders returned),72.77,48.95633,0.0,0
1822,54.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.9601,40.856396,0
1823,71.4,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,72.62,48.95947,100.0,0
1824,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.78,48.966785,0.0,0
1825,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.967896,0.0,0
1826,41.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),72.06,48.963802,0.0,0
1827,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.83,48.9703,0.20867768,0
1828,46.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.943382,15.905576,1
1829,43.3,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.68,48.94445,5.2317843,1
1830,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (92% of orders returned),73.96,48.95569,0.0,1
1831,51.5,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),76.7,48.9605,29.598331,1
1832,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.78,48.933857,0.0,1
1833,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),78.04,48.94124,0.0,0
1834,99.9,BLOCK,Connected to multiple suspicious accounts (fraud ring detected) | Abnormal transaction burst or return spike detected | Behavior significantly deviates from normal user profile,99.84,99.93066,100.0,1
1835,42.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),77.78,48.959003,0.0,1
1836,52.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.96531,36.725883,1
1837,55.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned) | Multiple 'Wardrobing' returns flagged,73.96,48.923985,44.053574,1
1838,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.9479,0.0,0
1839,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (105% of orders returned),74.12,48.946354,0.0,0
1840,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.962193,0.0,0
1841,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.12,48.93592,0.0,1
1842,56.6,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.95539,49.40317,1
1843,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (92% of orders returned),73.95,48.933308,0.0,1
1844,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (168% of orders returned),74.12,48.924904,0.0,0
1845,64.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,74.32,48.948624,76.66439,1
1846,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (228% of orders returned),73.95,48.962696,0.0,0
1847,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (147% of orders returned),78.04,48.971336,0.0,1
1848,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.95628,0.0,1
1849,41.9,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),74.32,48.978634,0.0,1
1850,44.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),74.32,48.942223,8.458305,0
1851,43.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (98% of orders returned),77.83,48.95211,1.6824291,1
1852,53.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.990707,37.634087,1
1853,60.4,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | Behavior significantly deviates from normal user profile,74.12,48.96395,62.027042,0
1854,43.0,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),78.04,48.961594,0.0,1
1855,44.1,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.96,48.93371,7.7348285,1
1856,41.2,VERIFY,Connected to multiple suspicious accounts (fraud ring detected) | High return ratio (116% of orders returned),71.05,48.925274,1.0520527,1
1857,41.8,VERIFY,Connected to multiple suspicious accounts (fraud ring detected),73.95,48.962147,0.0,1
