user_id,return_reason,days_to_return,return_status,return_amount
5918,Wardrobing,28,Pending,760.32
5077,Changed Mind,13,Approved,4682.25
3502,Wardrobing,16,Rejected,2494.23
242,Changed Mind,19,Approved,244.78
5928,Changed Mind,7,Approved,1549.79
2698,Changed Mind,7,Approved,4313.04
1738,Quality Issue,28,Approved,2153.66
5355,Changed Mind,18,Approved,4058.14
4479,Quality Issue,9,Approved,2073.58
4498,Damaged,20,Approved,756.35
1667,Quality Issue,27,Approved,1053.64
5951,Damaged,23,Approved,4417.91
2718,Wardrobing,13,Approved,988.07
3189,Quality Issue,20,Approved,4683.68
4506,Quality Issue,27,Approved,1513.85
3960,Damaged,9,Approved,4861.02
1034,Quality Issue,24,Approved,574.49
1815,Wrong Item,29,Approved,2787.13
2168,Quality Issue,12,Approved,274.35
5686,Quality Issue,26,Rejected,1357.3
4288,Quality Issue,3,Rejected,4291.24
2199,Wrong Item,13,Approved,1016.33
4409,Quality Issue,10,Approved,4468.48
4432,Quality Issue,3,Approved,2990.06
2366,Changed Mind,19,Approved,3660.24
2419,Changed Mind,17,Rejected,1861.13
5366,Changed Mind,13,Pending,4926.01
3371,Wrong Item,26,Approved,4150.22
898,Damaged,9,Rejected,4567.54
4319,Wardrobing,25,Approved,814.58
3538,Wardrobing,20,Rejected,1407.36
3054,Damaged,27,Approved,4220.87
4351,Quality Issue,3,Approved,3380.62
5443,Wrong Item,29,Pending,1985.75
1983,Damaged,3,Approved,2375.41
2516,Wardrobing,22,Pending,2248.83
1137,Wardrobing,23,Approved,2833.47
3883,Wardrobing,7,Pending,2496.26
2417,Damaged,3,Pending,2328.14
2055,Quality Issue,3,Approved,1705.66
4180,Changed Mind,6,Approved,2299.44
2449,Quality Issue,7,Pending,969.61
2787,Wrong Item,29,Approved,1035.25
2641,Changed Mind,2,Rejected,3472.61
1552,Damaged,24,Approved,4826.4
755,Quality Issue,4,Approved,1140.71
4964,Changed Mind,20,Approved,4573.41
551,Damaged,15,Approved,3165.3
1950,Damaged,17,Approved,4768.84
4005,Quality Issue,24,Approved,2036.74
788,Quality Issue,8,Approved,3482.53
3934,Changed Mind,4,Pending,2764.9
4399,Damaged,8,Approved,4889.72
3978,Changed Mind,24,Approved,396.43
1831,Damaged,18,Approved,387.87
119,Quality Issue,27,Pending,4334.3
5325,Quality Issue,25,Approved,362.13
1960,Wrong Item,7,Rejected,4546.11
4831,Wardrobing,3,Rejected,560.69
1187,Quality Issue,3,Rejected,650.91
975,Quality Issue,8,Rejected,1720.74
4669,Quality Issue,15,Pending,3661.19
5639,Wrong Item,3,Approved,2927.16
5164,Wrong Item,26,Pending,4553.88
4508,Quality Issue,15,Pending,3185.22
1481,Quality Issue,22,Pending,3018.93
5480,Wrong Item,26,Approved,2894.82
4008,Damaged,3,Approved,2089.67
1033,Changed Mind,14,Approved,3231.99
777,Damaged,21,Pending,4867.95
5227,Wardrobing,29,Pending,4863.51
1651,Quality Issue,25,Pending,643.3
4596,Damaged,8,Approved,2332.31
832,Quality Issue,10,Pending,3002.44
1684,Wrong Item,24,Approved,3608.03
1702,Wardrobing,20,Approved,1572.54
1687,Wardrobing,9,Approved,4916.38
4049,Changed Mind,16,Approved,2134.77
5487,Quality Issue,28,Approved,1498.29
5462,Wardrobing,8,Approved,3922.35
4450,Quality Issue,11,Approved,2981.45
1216,Changed Mind,27,Approved,4532.25
5764,Damaged,21,Approved,621.2
3253,Wardrobing,9,Approved,367.88
3276,Quality Issue,10,Approved,4721.42
4209,Wrong Item,25,Approved,2285.35
4615,Wardrobing,10,Approved,1159.17
5718,Quality Issue,21,Approved,3741.15
3495,Wardrobing,16,Pending,4987.48
3661,Damaged,8,Rejected,4993.84
4474,Quality Issue,12,Approved,4819.56
1531,Changed Mind,22,Rejected,867.33
1847,Damaged,24,Approved,4266.6
3753,Changed Mind,3,Pending,708.63
385,Quality Issue,27,Approved,1848.42
1923,Wrong Item,9,Approved,973.8
4308,Quality Issue,20,Pending,1844.5
5857,Damaged,10,Approved,1314.98
3117,Changed Mind,10,Pending,4494.34
2399,Changed Mind,27,Pending,4939.93
2643,Quality Issue,21,Approved,951.59
4113,Quality Issue,27,Pending,735.37
3267,Wrong Item,3,Approved,905.43
140,Wrong Item,10,Approved,2871.87
3236,Changed Mind,4,Approved,4422.19
2401,Wrong Item,15,Pending,3752.95
4205,Wrong Item,15,Approved,2168.08
5251,Wrong Item,29,Approved,4799.37
5775,Quality Issue,9,Approved,2738.86
3662,Changed Mind,20,Approved,3945.7
2176,Damaged,29,Approved,2549.96
2664,Wrong Item,4,Approved,3364.58
1059,Damaged,15,Approved,1944.3
5616,Damaged,13,Approved,357.5
5084,Wrong Item,3,Approved,3101.82
5124,Changed Mind,14,Approved,1515.39
1969,Quality Issue,9,Pending,2798.12
1934,Damaged,11,Rejected,3291.93
5140,Quality Issue,8,Approved,2313.39
3268,Damaged,2,Approved,869.63
4228,Wrong Item,13,Approved,4045.38
2939,Damaged,22,Approved,945.02
2657,Changed Mind,12,Pending,733.69
3794,Damaged,21,Approved,1655.05
4878,Changed Mind,17,Approved,385.2
2005,Changed Mind,12,Approved,1830.8
4855,Changed Mind,25,Pending,3812.18
1466,Damaged,22,Approved,3972.48
2417,Damaged,17,Approved,2337.94
5477,Changed Mind,17,Pending,999.81
5727,Changed Mind,1,Rejected,4871.34
5544,Wrong Item,23,Approved,4136.72
1897,Quality Issue,22,Approved,125.68
5060,Damaged,6,Approved,3074.37
5617,Quality Issue,9,Pending,4731.74
5870,Wardrobing,13,Approved,4653.15
126,Quality Issue,18,Pending,2057.21
4470,Quality Issue,13,Approved,3095.64
5981,Wardrobing,25,Approved,3120.02
4589,Quality Issue,12,Approved,3676.99
1400,Damaged,17,Pending,4713.34
4576,Quality Issue,21,Approved,2385.64
632,Damaged,13,Approved,402.45
2884,Wrong Item,18,Approved,3637.68
3758,Quality Issue,22,Approved,4736.04
2739,Damaged,13,Approved,4365.86
4200,Damaged,29,Approved,220.05
1442,Quality Issue,17,Pending,4424.88
3638,Wrong Item,24,Approved,821.71
3869,Quality Issue,22,Rejected,4896.25
3803,Wrong Item,24,Approved,3732.34
1736,Quality Issue,21,Approved,718.15
1833,Changed Mind,17,Approved,593.77
1547,Damaged,23,Approved,1461.61
2771,Changed Mind,15,Approved,1224.33
3516,Damaged,25,Approved,119.73
2176,Wrong Item,16,Approved,4462.7
2460,Wrong Item,22,Pending,719.71
1719,Wrong Item,4,Approved,4947.9
1314,Damaged,7,Pending,1393.22
3945,Changed Mind,18,Pending,2914.82
4897,Changed Mind,25,Approved,3522.08
1745,Wardrobing,22,Approved,1575.79
5164,Wardrobing,11,Pending,2334.25
3426,Wrong Item,26,Approved,3887.37
1007,Damaged,20,Approved,416.64
2196,Damaged,18,Approved,1872.33
46,Quality Issue,29,Approved,3970.93
236,Changed Mind,24,Pending,1726.64
2017,Wrong Item,10,Approved,390.41
2727,Damaged,4,Approved,1019.98
4786,Wrong Item,10,Rejected,3417.82
806,Changed Mind,7,Pending,4840.62
5036,Quality Issue,7,Pending,1221.06
1408,Changed Mind,17,Approved,2635.89
830,Quality Issue,29,Approved,1278.5
4200,Wrong Item,20,Approved,4624.21
4647,Wrong Item,14,Approved,4510.55
3630,Changed Mind,9,Approved,2016.9
695,Changed Mind,24,Pending,281.6
693,Wrong Item,17,Pending,3076.89
2341,Wrong Item,4,Approved,3175.88
2704,Damaged,15,Approved,3126.92
5992,Damaged,7,Pending,1550.43
1719,Wardrobing,1,Rejected,217.1
1156,Damaged,4,Approved,257.56
5676,Wardrobing,4,Pending,3916.73
924,Changed Mind,25,Approved,2702.41
159,Changed Mind,7,Approved,1428.79
2537,Changed Mind,5,Rejected,4581.19
2407,Wardrobing,8,Approved,4433.2
3719,Wardrobing,27,Approved,4099.15
5267,Wrong Item,28,Approved,3146.9
5598,Damaged,20,Approved,3113.39
1738,Damaged,24,Approved,2700.72
5885,Changed Mind,27,Approved,997.69
3796,Damaged,10,Approved,3663.89
418,Wrong Item,14,Approved,2651.63
5631,Quality Issue,3,Pending,2775.43
828,Quality Issue,17,Approved,3473.28
3532,Quality Issue,27,Rejected,1922.86
4745,Changed Mind,3,Pending,3551.51
1497,Quality Issue,22,Approved,1316.04
1624,Changed Mind,15,Approved,4340.89
2858,Damaged,29,Approved,4931.75
5310,Changed Mind,18,Pending,3000.0
1342,Quality Issue,13,Approved,1969.87
3981,Wardrobing,4,Approved,1512.83
2716,Wardrobing,18,Approved,4474.35
672,Wardrobing,29,Approved,1700.85
4266,Changed Mind,3,Approved,4088.87
4996,Wardrobing,3,Rejected,2102.04
3454,Wrong Item,27,Approved,4410.57
1059,Damaged,10,Approved,2215.98
935,Damaged,19,Pending,2931.88
2541,Wardrobing,3,Approved,700.98
3039,Changed Mind,15,Approved,4880.22
3314,Wardrobing,16,Rejected,2858.62
1462,Changed Mind,21,Pending,3134.85
3005,Quality Issue,9,Approved,714.73
1771,Damaged,7,Approved,3483.68
4117,Damaged,29,Approved,2189.63
4779,Quality Issue,3,Approved,2173.49
3917,Changed Mind,8,Approved,2419.09
8,Damaged,22,Pending,2726.06
5953,Wardrobing,18,Pending,4037.09
143,Quality Issue,11,Approved,1775.46
5997,Wrong Item,6,Pending,4415.59
191,Changed Mind,12,Pending,642.96
3099,Quality Issue,4,Approved,2699.75
636,Changed Mind,17,Pending,3422.58
572,Wrong Item,16,Pending,4854.89
4101,Wrong Item,3,Approved,2051.06
4368,Damaged,24,Pending,3424.53
710,Quality Issue,15,Pending,3952.95
5860,Changed Mind,17,Approved,4179.61
1923,Wardrobing,21,Approved,4593.12
1910,Changed Mind,10,Approved,1794.82
1782,Damaged,19,Approved,4228.09
2768,Wardrobing,3,Approved,4788.88
1068,Damaged,3,Approved,2399.92
2549,Damaged,28,Approved,3487.06
1260,Changed Mind,27,Approved,1682.64
309,Wardrobing,8,Approved,1355.92
2213,Wardrobing,24,Approved,1462.03
4034,Changed Mind,18,Pending,351.97
4579,Damaged,29,Approved,2934.26
2121,Damaged,3,Approved,4322.72
1943,Damaged,13,Approved,1506.83
4725,Quality Issue,5,Approved,255.45
4088,Quality Issue,28,Approved,1487.33
4993,Damaged,7,Approved,3882.9
5437,Quality Issue,4,Approved,2293.35
4928,Quality Issue,6,Approved,3858.88
5619,Changed Mind,29,Rejected,1163.41
2500,Wrong Item,17,Approved,3245.56
2369,Quality Issue,3,Pending,3681.93
1930,Quality Issue,13,Approved,4065.07
1412,Quality Issue,14,Approved,3451.9
4493,Wrong Item,24,Approved,4562.84
4287,Damaged,8,Approved,717.48
4809,Wardrobing,6,Pending,2798.19
1005,Changed Mind,23,Approved,2303.99
2948,Damaged,14,Approved,4996.49
1332,Quality Issue,6,Rejected,2791.82
5359,Quality Issue,14,Approved,3457.76
1605,Damaged,14,Approved,4603.25
864,Damaged,9,Approved,798.21
3420,Wardrobing,8,Pending,1762.51
5275,Quality Issue,5,Pending,1684.25
5495,Damaged,25,Approved,672.9
577,Changed Mind,3,Approved,2844.0
1956,Quality Issue,16,Rejected,1602.12
922,Quality Issue,3,Approved,909.32
1848,Wrong Item,24,Approved,207.27
3204,Damaged,13,Approved,222.77
1684,Damaged,29,Approved,2014.74
406,Wardrobing,4,Rejected,3093.57
3061,Quality Issue,11,Approved,1141.57
317,Changed Mind,13,Approved,4559.63
1361,Damaged,4,Approved,1129.91
4,Changed Mind,14,Approved,1425.06
521,Quality Issue,15,Pending,1590.41
2618,Quality Issue,15,Approved,872.98
5105,Wrong Item,17,Approved,4995.55
4648,Quality Issue,8,Pending,3613.1
593,Damaged,9,Approved,1571.92
210,Damaged,16,Pending,4868.59
2029,Changed Mind,20,Pending,3210.35
3914,Damaged,13,Approved,3869.79
4481,Damaged,15,Approved,1784.14
4939,Wardrobing,29,Approved,1161.97
2054,Wrong Item,20,Approved,2304.05
1009,Quality Issue,4,Approved,2141.9
159,Changed Mind,12,Approved,4924.28
882,Changed Mind,4,Approved,811.09
391,Wrong Item,4,Pending,762.34
5165,Quality Issue,25,Approved,3143.8
1611,Damaged,3,Approved,2853.39
4939,Wrong Item,10,Approved,2776.52
3319,Changed Mind,22,Rejected,2118.95
3234,Wardrobing,7,Pending,1869.5
2729,Damaged,23,Approved,526.94
4916,Damaged,26,Pending,3983.15
261,Changed Mind,7,Approved,2287.73
557,Quality Issue,17,Rejected,4496.67
2541,Wrong Item,3,Approved,2528.45
2367,Damaged,19,Approved,4527.33
3274,Damaged,21,Approved,4627.64
4427,Quality Issue,3,Rejected,2840.12
3526,Wardrobing,28,Approved,4007.5
1545,Damaged,10,Approved,609.24
1964,Quality Issue,2,Approved,674.41
4514,Wrong Item,9,Approved,3531.44
1209,Damaged,27,Approved,349.22
3026,Quality Issue,23,Approved,3586.03
3233,Wrong Item,29,Approved,1230.21
4502,Changed Mind,1,Approved,1250.35
4287,Wrong Item,18,Approved,1865.16
2789,Quality Issue,18,Approved,4629.79
1855,Damaged,9,Rejected,3582.1
2208,Changed Mind,28,Rejected,3782.35
2470,Wardrobing,26,Approved,3936.97
1316,Wrong Item,29,Approved,4174.94
3753,Wrong Item,15,Pending,934.64
1251,Wardrobing,6,Pending,4715.06
3893,Damaged,7,Pending,2045.34
4509,Changed Mind,18,Approved,2852.44
5772,Quality Issue,25,Pending,4070.3
714,Changed Mind,21,Approved,4277.65
4559,Wrong Item,22,Approved,2579.92
516,Wrong Item,24,Approved,2769.11
2024,Wrong Item,25,Approved,2107.03
1058,Damaged,27,Approved,342.66
974,Damaged,12,Approved,3273.28
1053,Wardrobing,22,Approved,3418.32
264,Damaged,10,Approved,2417.66
4939,Damaged,21,Pending,335.74
367,Wardrobing,1,Approved,2872.68
2392,Wrong Item,4,Approved,605.08
4195,Quality Issue,8,Approved,2324.75
5943,Wrong Item,1,Pending,4012.3
5123,Changed Mind,27,Approved,1212.41
824,Changed Mind,19,Approved,4602.54
5927,Damaged,18,Rejected,3570.58
3922,Changed Mind,21,Pending,1361.67
1078,Wrong Item,26,Approved,1225.82
2693,Wrong Item,18,Approved,465.71
5508,Wardrobing,22,Approved,4382.05
2358,Changed Mind,14,Pending,408.8
1102,Wrong Item,29,Approved,3168.89
5251,Quality Issue,16,Rejected,3782.13
5718,Wrong Item,27,Approved,1350.03
5854,Quality Issue,29,Approved,1964.01
5735,Quality Issue,26,Rejected,1539.82
5238,Damaged,11,Approved,4028.48
2727,Wardrobing,13,Pending,4977.54
1154,Changed Mind,24,Approved,4855.93
3703,Damaged,28,Rejected,440.57
1325,Changed Mind,19,Pending,3421.31
2839,Changed Mind,23,Approved,2966.34
3937,Wrong Item,14,Approved,4657.18
5680,Quality Issue,26,Approved,2931.92
1735,Changed Mind,14,Approved,2341.55
1512,Wardrobing,19,Approved,2299.74
4409,Wrong Item,17,Approved,4282.72
39,Quality Issue,25,Rejected,3393.32
3399,Changed Mind,24,Approved,462.88
4476,Damaged,2,Approved,4674.26
3306,Damaged,6,Rejected,3425.82
2304,Quality Issue,9,Rejected,859.74
4972,Changed Mind,27,Approved,2399.79
2227,Damaged,6,Approved,1328.24
4264,Wrong Item,23,Approved,2997.74
2785,Quality Issue,20,Pending,2825.57
160,Quality Issue,12,Approved,4854.29
3184,Changed Mind,4,Approved,370.3
297,Damaged,3,Approved,2306.55
5586,Changed Mind,27,Approved,996.14
3610,Wrong Item,5,Approved,207.87
2233,Changed Mind,23,Approved,3913.0
2918,Wrong Item,6,Approved,3812.47
3716,Damaged,13,Approved,4677.6
1562,Wardrobing,5,Rejected,2982.71
1731,Changed Mind,20,Approved,1353.4
2512,Wrong Item,5,Approved,1878.62
1552,Wrong Item,19,Approved,3062.39
4548,Quality Issue,28,Pending,3181.08
623,Wardrobing,23,Approved,308.7
4960,Wrong Item,20,Approved,4562.5
2092,Wardrobing,27,Rejected,4637.69
3368,Wrong Item,25,Approved,4012.71
947,Changed Mind,22,Approved,1324.04
2313,Wrong Item,18,Rejected,1805.6
4528,Damaged,13,Approved,3541.88
1625,Wardrobing,19,Pending,1598.12
794,Damaged,5,Rejected,1999.95
3132,Wardrobing,26,Pending,3374.42
975,Damaged,26,Approved,266.67
1889,Wrong Item,10,Approved,775.42
2703,Wardrobing,23,Pending,276.39
3385,Quality Issue,21,Pending,1401.92
3837,Damaged,26,Approved,2457.34
4060,Quality Issue,27,Approved,4236.05
5066,Damaged,23,Approved,976.67
397,Changed Mind,28,Pending,1848.66
2174,Damaged,11,Approved,146.21
7,Quality Issue,14,Approved,2370.87
57,Damaged,7,Pending,224.1
1274,Quality Issue,26,Approved,1679.27
3589,Wardrobing,10,Approved,4171.13
5368,Changed Mind,16,Approved,4686.63
4642,Wrong Item,7,Approved,1899.5
3878,Damaged,9,Approved,1486.86
4669,Damaged,21,Approved,3816.82
1032,Changed Mind,9,Approved,3520.04
5040,Damaged,16,Pending,1952.71
5342,Quality Issue,15,Approved,4536.25
571,Wardrobing,4,Approved,2323.05
2820,Wardrobing,9,Approved,4685.83
4981,Wardrobing,4,Rejected,4430.78
2857,Quality Issue,3,Approved,4747.26
5043,Wardrobing,16,Pending,633.15
5614,Wrong Item,1,Approved,1408.57
2848,Quality Issue,22,Approved,1918.32
357,Changed Mind,25,Approved,3742.73
2041,Quality Issue,13,Approved,1539.07
1292,Wrong Item,26,Approved,1114.4
2845,Damaged,13,Approved,1784.35
3515,Changed Mind,26,Rejected,1623.66
2784,Changed Mind,17,Rejected,4091.61
1173,Damaged,17,Approved,4950.08
1807,Damaged,14,Approved,1588.92
4078,Changed Mind,28,Rejected,353.95
162,Damaged,22,Approved,3636.4
1285,Quality Issue,16,Approved,2454.65
5355,Changed Mind,24,Approved,2225.49
595,Wrong Item,15,Approved,1820.88
2489,Wrong Item,26,Approved,2404.87
1242,Wrong Item,15,Rejected,767.06
628,Wrong Item,24,Approved,3099.57
2537,Quality Issue,9,Rejected,4656.12
3129,Changed Mind,18,Approved,4603.99
1057,Changed Mind,19,Approved,3716.78
467,Damaged,17,Pending,2008.14
809,Changed Mind,15,Approved,4613.94
3910,Wrong Item,3,Approved,3332.81
5162,Changed Mind,29,Approved,2568.29
1082,Damaged,8,Pending,1491.98
1923,Quality Issue,7,Approved,3800.72
2063,Quality Issue,24,Approved,4007.05
2165,Wrong Item,5,Pending,2838.97
1466,Wardrobing,23,Pending,1501.73
332,Damaged,12,Pending,2006.65
3151,Damaged,22,Approved,3154.62
2145,Quality Issue,8,Approved,1192.67
2054,Quality Issue,21,Approved,2407.65
1589,Wardrobing,2,Approved,306.68
5577,Changed Mind,3,Approved,4045.6
3663,Damaged,18,Approved,1970.42
2513,Changed Mind,19,Approved,2281.48
1233,Quality Issue,12,Approved,4438.13
4807,Damaged,17,Pending,2041.68
5331,Wrong Item,20,Approved,2428.3
194,Wardrobing,3,Approved,1547.61
5578,Changed Mind,1,Approved,4054.55
4197,Damaged,17,Rejected,2237.51
599,Quality Issue,8,Approved,2461.38
4519,Damaged,15,Rejected,2512.57
645,Damaged,13,Pending,3414.82
306,Changed Mind,17,Approved,2752.89
692,Changed Mind,10,Approved,2230.37
2759,Damaged,27,Approved,3308.53
3718,Changed Mind,20,Approved,3223.74
2444,Changed Mind,19,Approved,3581.33
732,Changed Mind,25,Approved,2401.1
1196,Changed Mind,3,Approved,4904.89
5115,Quality Issue,10,Approved,2919.66
5776,Wardrobing,7,Approved,4010.1
4526,Damaged,19,Pending,2382.48
621,Quality Issue,12,Approved,1751.31
4919,Wrong Item,22,Approved,2669.41
4152,Changed Mind,28,Approved,2928.51
3157,Damaged,12,Approved,1612.53
860,Wrong Item,11,Approved,3796.04
5981,Changed Mind,16,Approved,2195.89
2656,Wrong Item,16,Pending,3336.8
266,Damaged,12,Approved,1511.66
1260,Wrong Item,12,Approved,2472.94
2408,Changed Mind,13,Approved,1827.08
374,Wrong Item,16,Approved,2152.6
1944,Wrong Item,15,Pending,3412.11
2811,Quality Issue,15,Approved,866.71
5692,Wardrobing,10,Approved,1302.66
519,Changed Mind,20,Approved,1862.89
3462,Damaged,16,Approved,1438.37
5495,Changed Mind,9,Approved,954.97
4838,Changed Mind,23,Approved,4103.15
5550,Changed Mind,26,Approved,895.6
1023,Quality Issue,13,Approved,3244.47
4809,Damaged,17,Approved,2311.2
5872,Changed Mind,3,Approved,900.95
1957,Quality Issue,11,Approved,1552.83
2992,Wrong Item,8,Approved,636.28
3186,Damaged,12,Approved,569.66
2963,Damaged,15,Approved,1858.66
1739,Quality Issue,14,Approved,3800.16
5826,Damaged,19,Approved,2048.68
5739,Quality Issue,10,Approved,2887.72
2285,Changed Mind,17,Approved,727.85
4832,Wrong Item,5,Approved,4418.8
2386,Damaged,28,Rejected,1718.92
4769,Damaged,10,Approved,1027.64
3509,Wrong Item,11,Pending,1832.59
2822,Changed Mind,7,Approved,4851.11
769,Quality Issue,13,Pending,3186.99
3928,Changed Mind,29,Approved,692.98
1927,Wardrobing,19,Pending,893.48
1302,Damaged,21,Pending,3837.26
1160,Wardrobing,3,Pending,4242.35
5892,Quality Issue,12,Rejected,503.97
620,Quality Issue,24,Approved,1539.55
4792,Wrong Item,12,Pending,331.53
5197,Wrong Item,24,Approved,708.94
187,Quality Issue,29,Approved,775.25
3536,Quality Issue,3,Approved,2242.24
3465,Wrong Item,7,Pending,162.07
2153,Damaged,23,Pending,3594.98
4001,Quality Issue,6,Approved,2076.15
2453,Changed Mind,22,Approved,2066.28
2639,Quality Issue,9,Approved,4813.5
2590,Damaged,18,Approved,1722.46
4805,Wrong Item,20,Pending,302.15
3799,Changed Mind,11,Approved,2083.81
2275,Changed Mind,26,Approved,2388.54
5561,Damaged,27,Approved,2405.59
4813,Quality Issue,8,Pending,2372.29
5597,Wrong Item,22,Approved,1738.0
4384,Quality Issue,21,Pending,2776.39
2349,Damaged,9,Approved,4366.39
4638,Quality Issue,25,Approved,1855.65
1976,Wardrobing,11,Approved,2721.55
1626,Wrong Item,9,Rejected,4252.98
2707,Wrong Item,22,Approved,2053.11
5816,Damaged,6,Approved,767.92
3408,Damaged,27,Approved,2219.08
2303,Wardrobing,13,Approved,2572.47
2771,Wardrobing,16,Rejected,4356.07
1748,Damaged,21,Pending,4279.66
3953,Wardrobing,26,Approved,3865.61
2103,Damaged,23,Approved,1975.09
3327,Quality Issue,13,Approved,1456.98
2219,Quality Issue,23,Approved,2263.06
1925,Wrong Item,13,Pending,1665.98
5822,Quality Issue,16,Approved,4901.61
2075,Quality Issue,21,Pending,513.62
424,Damaged,17,Approved,2578.43
2272,Wardrobing,4,Approved,1982.23
3193,Damaged,4,Approved,3884.81
568,Damaged,6,Approved,3022.3
1835,Wardrobing,5,Pending,394.85
997,Wrong Item,22,Rejected,3399.14
3004,Wrong Item,8,Approved,2513.87
4339,Wrong Item,9,Pending,3119.41
5811,Damaged,11,Approved,548.55
2335,Wrong Item,7,Approved,2597.86
5180,Wrong Item,26,Rejected,2688.95
1288,Quality Issue,5,Approved,816.6
4683,Quality Issue,8,Approved,3111.78
3377,Changed Mind,9,Rejected,4553.75
4550,Wardrobing,5,Approved,224.44
4534,Wrong Item,9,Approved,1339.12
3195,Wardrobing,8,Pending,1712.55
1545,Changed Mind,12,Approved,2766.8
3158,Wardrobing,7,Rejected,3726.45
4961,Changed Mind,28,Pending,3338.87
5824,Damaged,24,Approved,2362.93
5566,Damaged,20,Approved,4803.86
1089,Wardrobing,19,Pending,1775.06
3585,Quality Issue,21,Approved,3941.8
628,Changed Mind,28,Approved,4147.93
4014,Changed Mind,6,Approved,594.64
5955,Damaged,17,Approved,314.68
316,Wrong Item,8,Approved,4933.06
3940,Wardrobing,15,Pending,1856.48
5674,Damaged,27,Approved,3374.94
5084,Changed Mind,20,Approved,243.34
2355,Wardrobing,20,Pending,3842.84
624,Wardrobing,2,Rejected,1825.55
5544,Wrong Item,24,Approved,2948.4
5528,Quality Issue,22,Pending,335.3
3474,Changed Mind,12,Approved,628.68
5874,Quality Issue,12,Approved,4133.21
28,Damaged,18,Pending,2815.39
3700,Damaged,23,Approved,3907.22
232,Wrong Item,16,Approved,890.33
5615,Wrong Item,26,Pending,1706.11
4083,Damaged,8,Approved,4270.6
5481,Changed Mind,21,Pending,2971.19
3377,Damaged,25,Approved,3378.47
500,Changed Mind,22,Pending,1111.6
160,Wardrobing,12,Approved,2823.5
2014,Quality Issue,15,Approved,3696.71
4461,Quality Issue,15,Approved,946.47
907,Damaged,11,Approved,1566.95
5113,Quality Issue,6,Approved,143.59
1437,Wrong Item,8,Rejected,4818.29
2979,Damaged,20,Pending,4489.46
1219,Quality Issue,9,Approved,551.76
2795,Damaged,24,Rejected,4178.1
2714,Wardrobing,2,Rejected,2775.51
33,Quality Issue,14,Approved,4826.14
3407,Quality Issue,12,Approved,2596.45
4720,Damaged,29,Rejected,1113.14
5618,Damaged,3,Approved,4295.62
1985,Wrong Item,9,Approved,4696.47
5284,Quality Issue,21,Approved,2700.29
5273,Quality Issue,26,Approved,2097.74
5931,Wardrobing,4,Rejected,3897.98
2239,Quality Issue,22,Approved,512.39
5106,Wardrobing,8,Approved,4229.24
3391,Quality Issue,28,Approved,4317.98
350,Quality Issue,18,Approved,1549.53
1623,Quality Issue,22,Approved,155.33
4033,Changed Mind,7,Pending,148.08
964,Wardrobing,16,Approved,4892.48
2609,Damaged,22,Approved,3924.07
4650,Damaged,14,Approved,1857.7
899,Damaged,28,Approved,4458.13
2980,Changed Mind,25,Approved,4472.12
1290,Damaged,6,Approved,4550.27
3219,Wardrobing,25,Approved,2558.6
1445,Damaged,13,Pending,4120.19
5793,Quality Issue,18,Approved,284.42
461,Wrong Item,14,Rejected,883.96
5782,Quality Issue,21,Approved,3199.08
4752,Wrong Item,14,Pending,609.67
5134,Wardrobing,2,Approved,312.33
5110,Quality Issue,18,Approved,631.04
1126,Wrong Item,8,Approved,2326.66
5587,Changed Mind,14,Approved,2492.73
3566,Wardrobing,4,Pending,4637.43
5773,Changed Mind,4,Approved,2166.78
5269,Changed Mind,20,Approved,2620.48
3478,Quality Issue,10,Approved,4099.46
2247,Wardrobing,21,Approved,4092.08
704,Quality Issue,23,Approved,1700.23
607,Wardrobing,20,Approved,3650.4
2339,Changed Mind,14,Approved,4440.73
4866,Damaged,18,Approved,4134.63
3033,Damaged,24,Approved,1708.92
2891,Changed Mind,12,Pending,3725.95
1467,Quality Issue,14,Pending,3715.08
3387,Quality Issue,9,Pending,1285.92
3829,Wardrobing,8,Approved,3381.74
5893,Quality Issue,4,Approved,530.81
4377,Wrong Item,4,Approved,1443.33
3644,Wrong Item,4,Approved,238.89
5461,Damaged,23,Pending,741.54
2550,Quality Issue,19,Rejected,621.59
5610,Wardrobing,5,Pending,4739.19
2220,Damaged,23,Pending,902.76
767,Changed Mind,23,Approved,455.39
2506,Changed Mind,27,Approved,3776.27
773,Damaged,29,Pending,3277.72
711,Changed Mind,5,Approved,3216.84
5288,Changed Mind,17,Pending,4470.5
4769,Quality Issue,24,Approved,3365.63
1328,Damaged,9,Approved,3374.54
5027,Wrong Item,19,Approved,2339.07
414,Quality Issue,5,Approved,2871.85
1707,Damaged,11,Approved,3853.17
4237,Wrong Item,29,Approved,1859.66
1823,Wardrobing,22,Approved,276.67
4384,Changed Mind,10,Approved,2189.68
5247,Changed Mind,29,Approved,1946.79
397,Wardrobing,8,Rejected,990.66
144,Damaged,13,Approved,3573.01
5641,Damaged,14,Rejected,4042.02
3123,Quality Issue,19,Approved,876.95
3039,Wrong Item,10,Approved,2457.94
2783,Damaged,10,Approved,1698.02
2602,Changed Mind,21,Rejected,2883.05
4141,Damaged,8,Approved,560.33
3479,Quality Issue,6,Approved,4677.2
981,Quality Issue,7,Approved,411.88
3760,Quality Issue,11,Approved,4130.37
4010,Wrong Item,3,Approved,1053.42
682,Damaged,3,Approved,3877.39
